Group,MeanROI_diff
3rd,0.08894645547373564
3rd,0.10970064948545333
3rd,0.030917069819011447
3rd,0.06455287638451618
3rd,0.07131103488557217
3rd,0.10815131123257059
3rd,0.11629591450781639
3rd,0.06855100581489175
3rd,0.10831290147970297
3rd,0.15234720072284527
3rd,0.04138147127324435
3rd,0.04189365501754455
3rd,0.044702030763416854
3rd,0.06616404954902733
3rd,0.07774348201440143
3rd,0.4809219587459366
3rd,0.026527875582817155
3rd,0.05112156322621296
3rd,0.012891708258190936
3rd,0.03166439100209802
3rd,0.12785318827102715
3rd,0.02588972374492672
preterm,0.0027487967699217648
preterm,-0.0030441668609427945
preterm,0.0038172334127281222
preterm,-0.00248789787897182
preterm,-0.010373548177433283
preterm,0.008891361305815868
preterm,-0.014029832773265867
preterm,0.008542355513943754
preterm,-0.010064299746578935
preterm,-0.01719244381891593
preterm,-0.003946186181285412
preterm,0.0045218759333362345
preterm,0.0011503292789961767
preterm,0.000472651953229358
preterm,0.003105661708693425
preterm,0.022744216638825004
preterm,-0.006165687526169555
preterm,0.016759179798150756
preterm,-0.0026535121675081617
preterm,-0.004156436486103459
preterm,0.0008510822878374695
preterm,-0.001445431365712319
preterm,-0.014216981294846652
preterm,0.006880764800978722
preterm,0.007107490779982573
preterm,0.007523609042895938
preterm,-0.0022447303306413033
preterm,-0.016605260423280477
preterm,0.0020251553876780744
preterm,0.014485909490173657
preterm,-0.0053098779395201355
preterm,-0.00140823877772636
preterm,0.01117383931065613
preterm,0.019882123011214146
preterm,0.05569564648543035
preterm,0.005213979141951743
preterm,0.004645463452227393
preterm,0.00733237618640147
preterm,-0.006898241853481984
preterm,0.06223680173995901
preterm,-0.0004055110999264769
preterm,0.000738538566926965
preterm,0.0044407097228669245
preterm,0.006923209674173049
preterm,0.005387941431153836
preterm,-0.00397049427333847
preterm,0.007780203996781131
preterm,0.023335030470506023
preterm,0.0021243519033543974
preterm,0.015369264677667888
preterm,0.0069566908919707
preterm,-0.08645056344988046
preterm,0.021605004354828046
preterm,-0.0011260678619906383
preterm,0.0046154628498508675
preterm,0.05602472293976061
preterm,0.013616316105762114
preterm,0.012606652761515591
preterm,0.04993271688161763
preterm,-0.0011103489381312072
preterm,0.005734117525054284
preterm,-0.004571199992722956
preterm,-0.0017760356013756425
preterm,0.020857917449395566
preterm,0.011214665817878545
preterm,0.03936306215405755
preterm,0.011479976290158303
preterm,-0.005532455638091167
preterm,0.014983233230425504
preterm,0.004066984657519419
preterm,0.011050077214276241
preterm,0.005860809644909028
preterm,0.0742811616919505
preterm,-0.00213233190589292
preterm,0.03180033970023045
preterm,0.007761316286006338
preterm,0.006079229099783245
preterm,0.007662218423549477
preterm,0.29201586752473774
preterm,0.004641468577230729
preterm,0.02657874771924798
preterm,0.031514710621592674
preterm,-0.009681841377753839
preterm,0.018922608588912922
preterm,0.0030022077084984325
preterm,0.008531413202535258
preterm,0.0009507298777379828
preterm,0.0008418752719654071
preterm,0.008308800628722182
preterm,0.046874054208158086
preterm,0.06902976078275502
preterm,0.007640451395345681
preterm,-0.00030508386774118787
preterm,0.014466236185257851
preterm,0.008759498883420824
preterm,0.0027644668822140008
preterm,0.005118401658342197
preterm,0.056100602967686514
preterm,0.0017074000485452986
preterm,0.007929020517267436
preterm,0.1950718057463322
preterm,0.1790951740671089
preterm,-0.003707004638935686
preterm,0.0021886819658582684
preterm,-0.00032115869387511946
preterm,-0.015055881224426786
preterm,0.004702779713877658
preterm,0.003761220813032629
preterm,0.052449692148050814
preterm,-0.000860886894914512
preterm,-0.005389367096806187
preterm,0.02931099470577065
fullterm,0.009232161688234155
fullterm,-0.03384841123314286
fullterm,-0.006054483267220441
fullterm,0.09750126182709538
fullterm,-0.015280700727496674
fullterm,-0.005939000159523726
fullterm,0.04296096758991956
fullterm,0.03161892502109543
fullterm,0.012535546981200596
fullterm,0.001209211151103209
fullterm,0.017081203450047076
fullterm,-0.005445982361660057
fullterm,-0.005073317832674661
fullterm,0.0025590766459494306
fullterm,-0.009220986879777387
fullterm,0.007460404620396165
fullterm,0.05937469225403266
fullterm,0.0042334462721262955
fullterm,0.08339738995728295
fullterm,-0.009539690539370769
fullterm,0.007185225005770541
fullterm,0.01597722589531674
fullterm,0.03611013466309045
fullterm,0.006123971477659859
fullterm,-0.0057470766737115426
fullterm,-0.012321566133403405
fullterm,0.0017921403283185262
fullterm,0.05864813123646452
fullterm,-0.004764474986852405
fullterm,0.02114494931707637
fullterm,0.004942970989367305
fullterm,0.07253843036273983
fullterm,0.08807989874372171
fullterm,-0.003246358228913159
fullterm,-0.014466848241778227
fullterm,0.007546322461620965
fullterm,0.0005482525798701037
fullterm,0.00832782972646293
fullterm,-0.012434640426654108
fullterm,-0.020849941593857772
fullterm,-0.01955913395988515
fullterm,-0.012487402586839634
fullterm,-0.010748504175303205
fullterm,0.012580884848276581
fullterm,0.07324127303834589
fullterm,0.056789344756094276
fullterm,0.01637405574859692
fullterm,0.018431148308108467
fullterm,0.01286916576659137
fullterm,0.008841250940476945
fullterm,-0.031409288230270074
fullterm,0.11638297277729898
fullterm,0.013827913718850771
fullterm,-0.07725969615586178
fullterm,0.12634504238173805
fullterm,0.005912924258345403
fullterm,0.016390130927861617
fullterm,0.01303357037516587
fullterm,-0.0053700127899220535
fullterm,0.011373391160127935
fullterm,0.007327413904213346
fullterm,0.043185191842670154
fullterm,0.01749688780824832
fullterm,0.009135436986173327
fullterm,0.0059516745234054185
fullterm,-0.0037111398146210065
fullterm,0.028443273463870995
fullterm,0.06889810505145977
fullterm,0.019911124692925455
fullterm,0.01635401905103738
fullterm,-0.00606620131405094
fullterm,-0.0029092782769281436
fullterm,0.051198162982777226
fullterm,0.014553306735579492
fullterm,0.01551748368623442
fullterm,-0.0024192978211063686
fullterm,0.007763762698335533
fullterm,0.06693330025963769
fullterm,0.040847557322803006
fullterm,0.03648916286221099
fullterm,-0.024694200265510773
fullterm,-0.00038693797825927606
fullterm,-0.013297909850640183
fullterm,-0.008553267985359748
fullterm,-0.015646170103950266
fullterm,0.06996295375857353
fullterm,0.003286553279408385
fullterm,0.3889719047551118
fullterm,0.048210397999346705
fullterm,0.06874738029115907
fullterm,0.005043714521484185
fullterm,0.015936640839770227
fullterm,-0.004297270251750588
fullterm,0.042367736805993664
fullterm,0.007161076006956781
fullterm,0.0007386703562961439
fullterm,0.005233180653590582
fullterm,0.013051296771740623
fullterm,0.006874740485277916
fullterm,0.04244171545113859
fullterm,-0.0023047827852485997
fullterm,0.03830719861410462
fullterm,0.08924706569790353
fullterm,0.04326275571345387
fullterm,0.004898238665647696
fullterm,0.041805854318941425
fullterm,0.006683758941413501
fullterm,-0.0008617426845887819
fullterm,0.0006329053349495195
fullterm,0.00548041299697466
fullterm,0.002976975301078378
fullterm,0.0433288036964209
fullterm,0.0027475469185858368
fullterm,-0.00371245968819566
fullterm,0.0293450599552071
fullterm,0.015900774118288337
fullterm,-0.010719706327024316
fullterm,0.01839169438558062
fullterm,0.03835345803836465
fullterm,0.008038573370392956
fullterm,0.06712727294537782
fullterm,0.02023125680445139
fullterm,-0.004057406125850568
fullterm,0.06703407891216259
fullterm,0.10668205598087976
fullterm,0.07301218064211393
fullterm,-0.002178640206667214
fullterm,0.0038130560254613787
fullterm,0.009724391127487297
fullterm,0.006869691840915793
fullterm,0.0019184881103041958
fullterm,0.0022624841302773344
fullterm,0.021038623901184564
fullterm,-0.005369681418271619
fullterm,0.06212130143933625
fullterm,0.016992998666993615
fullterm,0.20258466995909152
fullterm,0.1485267304026196
fullterm,0.013442101815587488
fullterm,0.007552743075045405
fullterm,0.010629527352506135
fullterm,0.08701984870778531
fullterm,-0.010759335782634927
fullterm,-0.0051420855911433845
fullterm,0.0004297433116554931
fullterm,0.021551137258457823
fullterm,0.036384741308915176
fullterm,0.009885889775156144
fullterm,0.005830402394782194
fullterm,0.006628822509956056
fullterm,0.01578671122372444
fullterm,0.022525383925638406
fullterm,0.4020108653103982
fullterm,0.003946220344552962
fullterm,0.014970509348873921
fullterm,-0.008189260420479804
fullterm,-0.03318408102222592
fullterm,0.06943272205447809
fullterm,0.006484554251235263
fullterm,0.385541560202616
fullterm,-0.007706124658561206
fullterm,0.13640451355522548
fullterm,0.019029775189831767
fullterm,0.05924983201672363
fullterm,-0.014155686796443669
fullterm,0.0027939018803437585
fullterm,0.024616892280490313
fullterm,0.0010660559304348808
fullterm,0.009529048471520973
fullterm,-0.0719772602184301
fullterm,0.0012978065694655171
fullterm,0.004166590200114867
fullterm,-0.02092378806942109
fullterm,-0.005278785156179431
fullterm,0.13667095646350447
fullterm,0.007290681698389537
fullterm,-0.004651091739317731
fullterm,-0.0032617579598100428
fullterm,0.18285709456135232
fullterm,0.004345148866858516
fullterm,-0.004145105048417901
fullterm,0.16812335736248873
fullterm,0.001479201674450969
fullterm,0.020376672226480135
fullterm,0.005050407816691844
fullterm,0.026168589347556358
fullterm,0.012575693218255747
fullterm,0.009875357661618168
fullterm,0.013329845750924756
fullterm,0.025407863257795968
fullterm,0.019457260222816367
fullterm,-0.0017997162507309913
fullterm,-0.009144791100848464
fullterm,-0.0018070230645294053
fullterm,0.01359469228599206
fullterm,-0.0003173640237206527
fullterm,0.010377176192795644
fullterm,-0.03450613820802599
fullterm,-0.010605905684121692
fullterm,0.12685837886619558
fullterm,0.06765579794573223
fullterm,0.008770832166858315
fullterm,0.0229585667477439
fullterm,-0.0015608385462879818
fullterm,0.014005971645873794
fullterm,0.002974201880234718
fullterm,0.02741436751983609
fullterm,-9.839485946756127e-06
fullterm,0.062147824577888366
fullterm,0.030863637940509107
fullterm,-0.01256058503683663
fullterm,0.007825686983431928
fullterm,0.010367757338272797
fullterm,0.015146583454355794
fullterm,0.045095699893756745
fullterm,0.12520450196280125
fullterm,-0.0061945384233670474
fullterm,0.030606543018820515
fullterm,0.008862548986650152
fullterm,0.0484809798612967
fullterm,-0.010909036345242522
fullterm,0.029427081418874023
fullterm,-0.001886351237451329
fullterm,-0.0075597012310235235
fullterm,0.005821821443524492
fullterm,0.06810628761221461
fullterm,0.01922016884944776
fullterm,0.07745139531939742
fullterm,-0.0012133768222801558
fullterm,0.0012200788394008985
fullterm,0.12529692332838713
fullterm,0.14072710600575739
fullterm,0.0018100067955944673
fullterm,0.0008577018360357157
fullterm,0.02934329140046609
fullterm,0.17875192248930444
fullterm,-0.012305731006597005
fullterm,0.07276175286792198
fullterm,0.006519538151291143
fullterm,0.016999542804624908
fullterm,0.0004781276704353298
fullterm,0.0691342789444683
fullterm,-0.016419048529921623
fullterm,0.02265807672397433
fullterm,0.07841688231827125
fullterm,-0.02503634923241894
fullterm,0.009324569268846348
fullterm,0.04019538567467534
fullterm,-0.030999008695138962
fullterm,0.0013611882510121852
fullterm,0.05307343441059119
fullterm,0.019344968541878386
fullterm,-0.012756018799079285
fullterm,-0.00215207692520405
fullterm,-0.039071650947350434
fullterm,0.008519051279952181
fullterm,-0.006153948340085739
fullterm,-0.017412306638363635
fullterm,0.053555646686575975
fullterm,0.006188050330373499
fullterm,0.015439444902921857
fullterm,0.055692105209765606
fullterm,0.02611480497489841
fullterm,0.01794848213382124
fullterm,0.05128323374863798
fullterm,-0.010562140914824351
fullterm,0.02510140248698436
fullterm,-0.004778284211064443
fullterm,0.006868839062464141
fullterm,0.07921175154009139
fullterm,0.042135343670174984
fullterm,0.037127671869494866
fullterm,0.0255669917248887
fullterm,0.0055303768091097966
fullterm,-0.022207411630310085
fullterm,0.31737811231271923
fullterm,0.04160857074635321
fullterm,0.04408564507327537
fullterm,0.01967789448079032
fullterm,0.029639244946055132
fullterm,0.015789118019087365
fullterm,0.015320135291074729
fullterm,0.14159161704453913
fullterm,0.04612701513256801
fullterm,0.0021326086857321415
fullterm,-0.028426101236970498
fullterm,0.02252203637246862
fullterm,-0.0034563810661734336
fullterm,0.02494289510344931
fullterm,0.11136963805594813
fullterm,0.03372012951454859
fullterm,0.04532164580225528
fullterm,0.017660485202414603
fullterm,0.008795343176223793
fullterm,0.09312990617068292
fullterm,-0.017208515810479174
fullterm,0.015672789313707705
fullterm,0.05140044751758591
fullterm,0.006907816753798937
fullterm,0.04242413667347679
fullterm,0.13132364651787573
fullterm,-0.0012690180545628072
fullterm,0.018520886311898636
fullterm,6.038116377689545e-05
fullterm,0.006768704802592309
fullterm,0.0008076181806843594
fullterm,-0.009154492873616213
fullterm,0.004675555404352351
fullterm,0.0023212450253328122
fullterm,0.007580782034866305
fullterm,-0.0045203339047873966
fullterm,0.004818101163424914
fullterm,-0.000468476297989507
fullterm,0.013547733475035566
fullterm,0.04972037135916443
fullterm,0.001674798270981593
fullterm,-0.0008619035769202696
fullterm,0.0009507211791800704
fullterm,0.0014861915917775007
fullterm,-0.002594672148651547
fullterm,0.01009540008422655
fullterm,0.010892724263576788
fullterm,-0.04550609929158385
fullterm,-0.0025535165267024833
fullterm,-0.019576704041714334
fullterm,-0.0277042996571221
fullterm,-0.004117208092584049
fullterm,0.09240675628264912
fullterm,0.09212102350068507
fullterm,0.19190555960266434
fullterm,-0.00993446346787943
fullterm,0.049771322661772685
fullterm,0.005805982666460903
fullterm,0.14837357190617206
fullterm,-0.02871311924331467
fullterm,0.024585420499089704
fullterm,0.012274028882369885
fullterm,0.06538114945611184
fullterm,0.013256250435916581
fullterm,0.01595821919165808
fullterm,0.030657638615363136
fullterm,-0.007729048130871408
fullterm,-0.017027662184193708
fullterm,0.01813545754653116
fullterm,0.0035714227633999356
fullterm,0.007417593514088245
fullterm,0.025671606665852865
fullterm,-0.0040043638147883144
fullterm,-0.0060492683440301655
fullterm,-0.005409525749934823
fullterm,0.01210608769467631
fullterm,-0.011251732817244014
fullterm,0.012411467030767283
fullterm,0.3198667811873036
fullterm,-0.015106066118887589
fullterm,0.0759050330508807
fullterm,0.002451073820680086
fullterm,-0.004820383959457327
fullterm,0.11201488707149708
fullterm,-0.011923543914543202
fullterm,-0.02911106336164545
fullterm,-0.0056306096486534955
fullterm,0.023979897949917443
fullterm,0.13962378607242412
fullterm,-0.013468182855693175
fullterm,0.07159272348966797
fullterm,0.011790735621013942
fullterm,-0.14844929087159564
fullterm,0.003654631543453123
fullterm,0.12658372492278525
fullterm,0.021713810439029608
fullterm,0.0153215446909616
fullterm,0.011271463112263192
fullterm,0.05713198510591139
fullterm,0.001953383189286638
fullterm,0.03529254286668412
fullterm,0.5035146340344427
fullterm,0.07012016845738074
fullterm,0.019226936097542745
fullterm,-0.00684592541611721
fullterm,-0.0024577404019047195
fullterm,0.009671774193606814
fullterm,0.026538131194233133
fullterm,0.006161238828596816
fullterm,0.009675241822461825
fullterm,-0.054994235109313894
fullterm,0.0075425586708544315
fullterm,0.014243930552806774
fullterm,0.036189759853664495
fullterm,0.0643747918554047
fullterm,0.06492137139442594
fullterm,-0.0032965477887083095
fullterm,0.05791260750772215
fullterm,0.0005603315740008716
fullterm,0.04149317793716205
fullterm,0.017207287154416107
fullterm,0.12299636939316488
fullterm,0.28176016318561936
fullterm,-0.0023626601838888724
fullterm,0.017577445481867016
fullterm,0.0007445275720495475
fullterm,-0.0039416572443888645
fullterm,0.0060050224526751895
fullterm,0.00180080922705511
fullterm,-0.0038415761678821715
fullterm,-0.01938235781204113
fullterm,0.057334488523967185
fullterm,0.03761485983980891
fullterm,0.011774777263048583
fullterm,-0.004232820673146769
fullterm,-0.032862234820161096
fullterm,0.030904634135470895
fullterm,-0.01595222424361157
fullterm,0.010576780973872438
fullterm,0.010483669392208779
fullterm,-0.023675865060650312
fullterm,0.0067152533951178065
fullterm,-0.002724073256476481
fullterm,-0.007955407371726786
fullterm,-0.003649625392079271
fullterm,0.0733033575860367
fullterm,0.01303554202503446
fullterm,-0.06989951778192686
fullterm,-0.008428543854662893
fullterm,-0.04919781944607177
fullterm,0.030434407881257262
fullterm,0.9992544920961908
fullterm,-0.008561017052964979
fullterm,0.005145433320752936
fullterm,-0.002304367401110905
fullterm,0.008966433506581396
fullterm,-0.000138529831229044
fullterm,0.020557703536331094
fullterm,-0.01165752086974948
fullterm,0.0027526122614265954
fullterm,0.012296843369040088
fullterm,0.014148470809947196
fullterm,0.018209492230102788
fullterm,0.000852323462748654
fullterm,0.18552694076422258
adolescent,0.07579724216931066
adolescent,-0.05458334030074989
adolescent,-0.007364338187228212
adolescent,0.14212603515345648
adolescent,0.13396521797236835
adolescent,0.1403019435172843
adolescent,0.00817057798385224
adolescent,0.011493372586693449
adolescent,0.08274771115426786
adolescent,0.2740135511168769
adolescent,0.02140629790645291
adolescent,0.03210780651883477
adolescent,0.00778940590413222
adolescent,0.11120118252797226
adolescent,0.11420031197833527
adolescent,-0.014603138158229584
adolescent,0.06202929701005111
adolescent,0.08256103800520476
adolescent,0.0016049518795838835
adolescent,0.35438216593731864
adolescent,0.18116781058118156
adolescent,-0.0014877104253146166
adolescent,-0.01680028119221749
adolescent,-0.007738256115946911
adolescent,0.11402799413380685
adolescent,-0.000660967213823414
adolescent,0.02546053960319321
adolescent,-0.03279056714037074
adolescent,0.5194163184609843
adolescent,0.06356148040826082
adolescent,0.05843032265503447
adolescent,0.11703366064294737
adolescent,0.027688446892830575
adolescent,0.042252864156174026
adolescent,0.03784587143731577
adolescent,0.060703957969720695
adolescent,0.027274198614948036
adolescent,0.007693800232502665
adolescent,0.11986552088623195
adolescent,-0.026199902695362296
adolescent,0.01844980776814
adolescent,0.1394468615770037
adolescent,0.062268940341563286
adolescent,0.05791734154315515
adolescent,-0.03311701055181773
adolescent,0.1309302549411624
adolescent,0.02088197736436468
adolescent,0.003995118136681273
adolescent,-0.051420301432704624
adolescent,0.20178031869233426
adolescent,0.11267067767852174
adolescent,0.013161495260776066
adolescent,0.1286724787354227
adolescent,-0.10754969217844884
adolescent,0.05828703855240079
adolescent,0.04131258633769735
adolescent,0.03784536682114904
adolescent,0.05827904672378176
adolescent,-0.0822486100377482
adolescent,0.11305620616538858
adult,0.013491288640439515
adult,-0.009271402806541887
adult,0.02405505022684123
adult,0.139925951109999
adult,-0.02382678290957909
adult,0.011730688391773488
adult,-0.0014899870811952653
adult,0.048092662643232746
adult,-0.018367586151447936
adult,-0.05088688631223685
adult,0.01908650973200257
adult,0.002853195702895064
adult,0.006995578712420647
adult,-0.012047508293733973
adult,0.015829926540209368
adult,0.014041829126310136
adult,0.2404089104443725
adult,0.06341587732647722
adult,0.013205090617859452
adult,0.1764247449516646
adult,-0.022463282255386775
adult,0.24563196945098123
adult,0.020040850432383038
adult,-0.04900282880469961
adult,-0.02734453394575953
adult,0.036979141839871096
adult,0.09869202541433228
adult,0.025048810447972004
adult,-0.021843993981738585
adult,-0.09050732750807569
adult,0.07014541487157594
adult,0.0047552813224138995
adult,-0.05484864610943843
adult,-0.025171632359800508
adult,-0.033355603202989706
adult,0.03374570556888174
adult,0.0739581445021831
adult,0.06366331957581116
adult,0.1134551447162838
adult,-0.024551290704265254
adult,-0.05779616138373152
adult,-0.028455836950361413
adult,0.031249733583145888
adult,0.06095003933902336
adult,0.09058247371196698
adult,0.06515254306816338
adult,0.03638043543470711
adult,0.0761740232718857
adult,0.02395935426797218
adult,0.022896202459240428
adult,0.0732259397777921
adult,-0.10019288952082803
adult,-0.021885326522348973
adult,-0.018337255879345385
