,Subject_ID,L_eccentricity_real_benson,R_eccentricity_real_benson,L_polarangle_real_benson,R_polarangle_real_benson,L_eccentricity_real_simulated,R_eccentricity_real_simulated,L_polarangle_real_simulated,R_polarangle_real_simulated
0,CC01026XX12,427.171626984127,669.8714423076923,5735.492063492064,5623.276153846154,579.9353670634921,615.7520673076923,10222.72380952381,8843.593846153846
1,CC01037XX15,459.4652954931973,523.5791635196375,4889.840136054422,4304.657854984895,1337.4918154761904,1036.0587235649548,9464.198979591836,9270.311178247734
2,CC00962XX14,500.8093471810089,813.863933915212,4558.227002967359,7010.293640897756,554.0456231454006,990.4548004987531,7550.311572700297,7896.456982543641
3,CC01065XX10,935.8267395320197,949.7604921497584,6075.216133004926,6266.680555555556,746.9578971674877,1032.4922252415458,4488.8845443349755,7281.000603864734
4,CC01217XX13,1342.4441352739725,602.7176375404531,5123.494863013699,5373.716019417476,1935.8253424657535,942.430319579288,10193.313356164384,8004.375404530744
5,CC01129XX16,548.9208447802198,888.3854442970822,3909.355769230769,5263.827917771883,636.0361006181319,1190.9854111405837,11184.37087912088,11285.100795755969
6,CC00924XX17,565.4880719866071,401.6251280737705,5739.526785714285,5426.646516393443,536.5456891741071,603.8251152663935,6453.526785714285,7206.391393442623
7,CC01094XX15,572.870022845953,580.3116666666666,4160.711488250653,5366.8606666666665,428.4493309399478,600.175875,7807.340731070496,5112.761
8,CC01185XX15,920.3214050131926,569.7173366834171,3919.166886543536,6437.44095477387,2223.814808707124,695.5025125628141,3542.1147757255935,11098.356783919598
9,CC00887XX22,950.023468625498,406.3940933295964,6185.690737051793,6831.125560538117,801.5105826693227,898.2176989910314,8124.566733067729,5722.536995515695
10,CC01003XX05,630.3667914746544,494.89662388392856,6040.94930875576,4993.905691964285,451.4772105414747,486.342041015625,10292.952764976959,7443.557477678572
11,CC01081XX10,532.886379076087,455.6999279538905,5122.342391304348,4410.291786743516,558.669921875,812.8290706051873,8099.747282608696,12577.024495677233
