,Subject_ID,L_eccentricity_real_benson,R_eccentricity_real_benson,L_polarangle_real_benson,R_polarangle_real_benson,L_eccentricity_real_simulated,R_eccentricity_real_simulated,L_polarangle_real_simulated,R_polarangle_real_simulated
0,CC01175XX13,435.90692204301075,624.7374301675977,4998.588954056696,4972.110800744879,475.2705889540567,847.6346601489757,9363.703812316715,9887.884543761638
1,CC00903XX12,493.07425307557116,467.87840326713643,3011.2202694786174,4207.239590006406,888.4459578207382,813.9125560538116,8863.711775043937,9390.354260089685
2,CC01055XX08,447.3369207317073,258.92732954545454,4241.810731707317,3883.5413636363637,701.2474390243902,443.2977840909091,8492.803902439024,8267.28
3,CC01050XX03,507.72770006016844,407.0564098660171,4256.731648616125,4552.288672350792,774.0009025270758,941.0685140073082,8156.504813477738,8747.919001218026
4,CC00886XX21,482.49159041980624,361.3274130695444,2924.981162540366,2641.189448441247,519.4460777717976,1267.8059052757794,4891.28040904198,7764.9604316546765
5,CC01243XX15,396.6703244274809,469.2122611464968,4308.743002544529,4539.673248407643,865.8479643765903,813.1608280254777,8825.20737913486,8397.900636942675
6,CC01128XX15,582.1471998762377,572.6449505649717,3814.727103960396,2308.510593220339,732.9265160891089,1066.1977401129943,6666.788366336634,9069.764124293786
7,CC00934XX19,501.00848906107564,576.0674709562109,4215.47128532361,4419.84271671135,933.8293641750228,961.9758713136729,7725.217866909754,10178.739946380698
8,CC01095XX16,642.356647634584,722.2905487804878,3990.3760195758564,3841.182926829268,1039.3924347471452,1173.8281504065042,8702.970636215334,8394.19918699187
9,CC01150XX04,374.7899123953975,461.3481632917965,3229.4382845188284,3430.7692107995845,524.1002876569038,650.0608774662513,5887.5962343096235,8015.109034267913
10,CC01227XX15,454.6021132019116,341.96026515151516,6055.455197132616,5825.006060606061,811.7081093189964,534.9109090909091,7880.676821983274,10208.591515151515
11,CC01189XX19,752.1031674660272,693.3593623481781,5420.506794564349,4224.186234817814,1054.6305955235812,1055.7594129554657,10730.391686650679,6987.854251012146
12,CC01182XX12,359.66261503067483,378.14179104477614,3255.603680981595,2540.311411691542,608.3671012269939,790.4899720149253,11840.457668711657,7347.735074626866
13,CC01228XX16,523.2608094262295,471.1638418079096,3000.080737704918,4052.442875078468,607.665881147541,731.691776522285,6522.124590163934,7361.210295040803
14,CC00971XX15,467.2663424744898,266.5953185328185,2868.8054846938776,2910.7055984555986,813.8772321428571,502.28245656370655,8528.424744897959,9044.719433719434
15,CC01042XX12,651.5172342192691,418.86821705426354,3063.956810631229,3819.4470284237727,946.9877491694352,303.9384689922481,8923.043189368771,9315.822566752799
16,CC00940XX17,366.61071428571427,436.30996523754345,4269.422252747253,3537.941483198146,795.1074175824176,531.0299464078795,9193.558241758241,13507.679026651216
17,CC01061XX06,631.4798505275498,447.1084672435105,3783.97713950762,2820.344870210136,712.258939038687,679.0112021013597,11306.492379835874,9092.568603213844
18,CC00915XX16,555.575533589923,386.9205956375839,4161.210636808957,3874.1026845637584,1033.9819804058782,625.4385067114094,9666.565430370889,9160.06912751678
19,CC01172XX10,423.4010989010989,461.13626907073507,4093.9048763736264,5645.988904299584,574.3876201923077,485.7832004160888,9589.392857142857,8475.974341192788
20,CC01019XX13,290.71420354951795,504.9531123686338,4428.026730937774,3329.5218270008086,442.4247370727432,760.4239086499596,7669.056091148116,9599.434114793856
21,CC01078XX15,368.73471615720524,205.0175379372428,4355.778930131004,3535.801697530864,532.6361899563319,259.6942193930041,7087.8002183406115,7770.557098765432
22,CC01064XX09,293.7355610561056,354.15881211180124,3869.2513751375136,3933.5788819875775,764.668798129813,802.8170807453416,10656.389438943894,7638.719254658385
23,CC01107XX10,595.8662921348315,580.4464539007092,3979.667415730337,3211.2524822695036,801.5812734082397,556.60820035461,6559.632958801498,8175.841134751773
24,CC01148XX19,575.9197284345048,500.1569210679048,4236.148562300319,4192.290481717934,697.7194488817892,545.9643064422519,7768.799787007455,6811.001741149158
25,CC01202XX06,309.6973080842391,528.6906324582338,3057.724864130435,4590.19630071599,708.8218410326087,908.9101282816229,11611.21195652174,8427.6276849642
26,CC01105XX08,346.0679651162791,358.4746621621622,3882.9018604651164,2992.1685094185095,608.0027906976744,855.5300982800983,8423.423255813954,11770.820638820638
27,CC01169XX15,401.7596133015598,472.40975215517244,4954.727902946273,5026.168582375479,504.4340337954939,1181.4091235632184,9414.643847487001,8192.97796934866
28,CC00874XX17,574.6309285714286,516.045332278481,3453.6817142857144,3696.6069620253165,570.6075,812.6315664556962,7203.584,8253.348101265823
29,CC00995XX23,405.978380259901,361.9462139423077,3268.141089108911,4385.633413461538,840.3978186881188,1046.5677584134614,8020.511757425743,8438.37079326923
30,CC01187XX17,730.4453125,396.9253225806452,3481.594429347826,4460.136774193548,1089.6869055706522,497.5975806451613,8302.900815217392,7023.096774193548
31,CC00957XX17,488.34418402777777,415.50156110615524,3937.3196924603176,3290.5831846565566,1070.8012152777778,630.8495205173951,8068.544642857143,8668.127564674398
32,CC01137XX16,371.43770873091603,422.48609767891685,4628.786259541985,4208.243713733075,478.22346135496184,653.1194390715667,6939.780534351145,9217.74661508704
33,CC00950XX10,153.8642529539801,337.70879934210524,2812.3939676616915,4231.614473684211,430.4424362562189,1060.3203947368422,9426.621890547263,9243.69605263158
34,CC01113XX08,606.4566572807723,868.6369532987399,3458.9951729686245,3685.3295033358045,532.8006838294449,1361.2952186805041,7965.245374094931,10727.863602668644
35,CC01194XX16,443.71684747409324,380.3070519525802,3963.5378886010362,3818.4089958158997,1661.8460168393783,895.740760111576,8800.7396373057,6568.205020920502
36,CC00966XX18,543.607220252167,470.31180555555557,3567.5476753349094,4176.746031746032,724.5914105594957,687.4149305555555,7233.006304176517,7038.715079365079
37,CC01051XX04,547.4945077864294,311.9320204569607,5063.482758620689,3248.8910733262487,482.23227196885426,627.4973432518598,10123.911012235818,5856.761955366631
38,CC00968XX20,568.9181163021868,555.8840843023256,2689.0166500994037,3648.1312984496126,623.6246272365805,525.5110222868217,8235.23310139165,9950.192829457364
39,CC01103XX06,465.4698583743842,650.7911355051936,2327.072906403941,3451.7141170915957,1309.5497536945813,1356.7523607176581,6318.001477832512,8288.717658168083
40,CC01121XX08,532.779599471831,590.5946632782719,3708.8594483568077,4238.918043202033,821.487529342723,598.4052970139771,8794.4941314554,7633.241423125794
41,CC01164XX10,390.3691743383199,271.717746057243,2938.2235327963176,3559.0029205607475,1155.8412686996548,755.1147050233645,6765.891829689298,7187.90070093458
42,CC01013XX07,540.0839541120381,559.8611918604652,3830.3289630512513,4196.742248062015,561.545329261025,737.0346068660023,6633.6817640047675,7034.913621262458
43,CC00906XX15,497.01581746920493,908.377800546448,4342.659574468085,3524.5666666666666,676.8707306830908,1165.524863387978,9404.997760358343,8655.449180327869
44,CC00866XX17,594.5259850543479,318.3793449197861,3316.2182971014495,2926.446524064171,670.9498980978261,577.6771390374331,8298.78079710145,7740.483065953654
45,CC00947XX24,341.5188975628332,646.6918674698795,3670.122619954303,3941.8602409638556,773.9569211728865,635.7052208835341,10900.949733434882,7423.376706827309
46,CC00951XX11,526.3023897058823,486.10429418515685,3505.2386029411764,4254.512624330528,692.5108455882353,581.0563791124713,9171.760294117646,9196.117827084927
47,CC01091XX12,272.7998776690391,289.34883804849886,4084.9442467378412,3027.9714203233257,805.221975088968,332.0272806004619,10073.46737841044,9700.11662817552
48,CC01115XX10,195.9027666130761,339.8350327291037,2459.0493033226153,2702.871349446123,605.7375401929261,1023.7156344410876,8032.896570203644,7746.863041289023
49,CC00972XX16,614.9818802521008,592.7288977159881,3619.1018907563025,3731.5690168818273,843.9056591386554,754.8232373386296,7149.822478991597,7611.4682224429
50,CC01054XX07,327.41055764411027,129.16561965355004,2423.1441102756894,2538.557741659538,647.8765664160401,389.8041595380667,7538.390977443609,6890.848588537211
51,CC01090XX11,636.1964880159787,617.5900423728814,4421.452729693741,3567.769882659713,1059.6305758988017,573.3493725554107,8297.744340878828,8320.894393741852
52,CC01248XX20,575.2992682926829,534.4299339300937,3494.347317073171,3267.359761295823,913.6351219512195,660.7009803921569,8258.574634146342,8751.924978687128
53,CC00878XX21,374.9103009259259,694.6056358381503,4744.1412037037035,2971.1722543352603,525.5599681712963,1050.774421965318,7573.104166666667,10333.24161849711
54,CC01207XX11,580.941544117647,426.28881015161505,3665.745882352941,4226.03460777851,883.6327941176471,709.9836849044166,6693.042352941176,9671.302570863547
55,CC00882XX17,733.6222054648687,471.82371487867175,3024.3435060326474,2936.2541507024266,1189.6754790631653,750.1929278416347,6915.324343506033,7435.866538952746
56,CC01203XX07,468.7937153739612,411.94415266106444,3068.1128808864264,2684.734068627451,1078.4469355955678,707.2246586134454,10617.536011080332,7767.851540616247
57,CC01221XX09,566.484158186864,525.1972364738806,4738.532377428307,2148.5536380597014,751.9483695652174,768.2836403917911,8826.006475485661,8602.79291044776
58,CC00944XX21,511.4017188563649,396.41028150633855,3608.8141592920356,3490.1558538404174,422.9159292035398,426.8995152870992,7520.356024506467,5942.942580164056
59,CC00941XX18,472.89485941734415,168.57279465592973,4582.669715447155,2535.7287701317714,1230.3760162601627,926.848005124451,9617.967479674797,11335.862371888727
60,CC00990XX18,490.13855898654,363.5774789029536,3995.2284243863814,3217.790928270042,583.8402612826603,674.0550105485232,9920.12351543943,8308.047257383967
61,CC00956XX16,315.075918079096,373.98459391418567,4327.361111111111,3242.0398423817865,597.5240112994351,604.3371278458844,7872.612994350283,7331.026269702276
62,CC01237XX17,290.75661919831225,282.94684889901293,4441.85358649789,5122.058466211086,482.99398734177214,500.45021829916476,8651.913924050634,8464.882308276387
63,CC01131XX10,566.205943943299,445.18440892641735,3648.115979381443,4027.9617008443906,976.9077802835052,669.7250452352232,7503.384020618557,8657.344993968636
64,CC01070XX07,571.888043879056,460.94991319444443,5896.629424778761,3483.990277777778,920.5833333333334,780.6636284722222,8619.504424778761,8641.922916666666
65,CC01186XX16,541.8456756756757,436.14084507042253,4663.707027027027,4068.4627766599597,697.2136486486487,682.0987173038229,9217.502702702703,8104.878269617706
66,CC01168XX14,438.01051201372997,309.3103066770186,2990.517734553776,2312.894409937888,681.6740560640732,450.0105201863354,8562.639016018307,8092.562111801242
67,CC01017XX11,363.4435248296008,578.5218155031731,3555.9481499513145,3938.620126926564,785.4785783836417,634.9025385312783,8543.189873417721,8531.818676337261
68,CC00937XX22,442.875537109375,196.53111664295875,4353.55234375,3358.375533428165,744.25498046875,609.4719950213371,8339.0,8866.325035561878
69,CC00870XX13,507.04096467391304,564.6059131736527,3824.459239130435,4241.858283433134,636.8665760869566,884.9730538922156,10090.765217391305,7901.169161676647
70,CC01143XX14,327.67254901960786,194.70711870335822,4231.937254901961,3320.8435167910447,717.4227328431373,463.4794776119403,7630.571078431372,8183.9682835820895
71,CC00958XX18,320.7492055084746,345.921630859375,4984.365710560626,3343.3684895833335,673.2606747066493,682.6409505208334,10127.019556714473,8043.735026041667
72,CC01183XX13,381.45891970198676,334.136694979716,5121.198123620309,4748.892494929006,555.7258899006622,805.1705121703855,8759.022075055187,8552.419878296147
73,CC00953XX13,656.1919873868046,370.8490894039735,4019.5236093143594,3431.926490066225,920.7622897800776,390.94598509933775,9883.139068564036,11283.20132450331
74,CC01188XX18,212.87878680634202,339.88963188559325,4936.281993204983,5096.673199152542,831.4440826727067,600.7119306144068,7086.215175537939,8953.42372881356
75,CC00985XX21,445.8487584650113,361.4658764367816,4357.345090293454,3337.9721264367818,786.1942014672686,1188.0984913793104,7253.145598194131,11156.963218390805
76,CC00875XX18,279.7640931372549,413.5664466873706,3950.1485294117647,4599.070910973085,831.9890931372549,772.2096920289855,7393.632352941177,8797.400621118013
77,CC00926XX19,530.25207948244,417.89823646850044,2948.1728280961183,3346.418811002662,627.3206446395563,405.5486357586513,7426.158964879852,11194.044365572316
78,CC00929XX22,416.63671160877516,484.3947681975737,3920.725776965265,4017.721403812825,539.4762340036563,811.4981044194108,10448.08592321755,6469.147746967071
79,CC00891XX18,201.33311086683418,222.27216796875,4731.728015075377,3218.9271875,209.26646906407035,544.8053125,9355.023869346735,10054.413125
80,CC01099XX20,636.9468302658487,421.2087924701561,2925.495398773006,3799.3578971533516,906.4136630879345,749.4042699724517,9497.544989775051,7196.908172635445
81,CC00865XX16,313.5010620220901,459.86860412926393,4105.399320305863,2977.221723518851,743.6766673746814,748.5109403052064,7982.162276975361,6654.395870736086
82,CC00905XX14,592.1542652027027,392.6200416666667,3341.1202702702703,3633.275666666667,1341.9619932432433,885.0918333333333,10279.321621621622,9263.034666666666
83,CC00911XX12,366.27675849303137,320.87594320889593,4298.425087108014,3117.20909451946,695.507730836237,444.1476370135028,9106.814459930314,7857.146942017474
84,CC01043XX13,598.9736470113086,552.8515243902439,4531.9147819063,3785.070325203252,1054.4668820678514,694.5003048780488,8912.212439418417,6030.7605691056915
85,CC00961XX13,518.1537721324096,620.4363547120419,4350.002309468822,4369.288394415358,637.2343148575827,960.2350567190227,7928.261739799846,7675.301919720768
86,CC01132XX11,598.6363536155203,578.422454617206,3207.2566137566137,5023.1432517758485,1198.671737213404,777.7764404104183,9561.261022927689,8139.003946329914
87,CC01140XX11,571.8986749116608,422.3684643351801,4289.457243816254,4217.364265927978,1038.737367491166,488.4880540166205,8871.74699646643,7145.9058171745155
88,CC01141XX12,374.93711463004485,431.0680460750853,2954.616311659193,2734.3469852104663,939.2993974215246,1141.6273464163824,9784.441704035875,7318.445961319681
