,Subject_ID,L_eccentricity_real_benson,R_eccentricity_real_benson,L_polarangle_real_benson,R_polarangle_real_benson,L_eccentricity_real_simulated,R_eccentricity_real_simulated,L_polarangle_real_simulated,R_polarangle_real_simulated
0,CC00056XX07,375.39029980178395,614.7564468279325,6663.2244796828545,4675.78639890461,650.297014370664,1020.9032405294386,7428.64271555996,7069.688726608854
1,CC00057XX08,324.2983490566038,395.99091037204056,5324.028301886792,5286.2863585118375,429.79123673349056,766.9236894024802,4536.412146226415,7989.055242390079
2,CC00060XX03,749.5934025203854,636.6671110414053,6224.455151964418,5368.885821831869,1047.9015937731654,915.7725062735258,10447.916975537435,8214.6373902133
3,CC00065XX08,422.7178153887983,437.4134036144578,5495.740076128331,4375.258749282846,1223.7082653616096,1180.2961847389558,10923.219140837411,9083.858290304073
4,CC00066XX09,642.3642017495899,322.6189136426275,4886.324767632586,5686.682590721176,783.803376161837,558.8376205787781,6747.3646801530895,8493.773082223242
5,CC00067XX10,676.8053232998885,306.3890285865537,6311.82497212932,6332.694547379566,783.9739409141583,785.1263896241397,8664.549052396878,6761.419798835363
6,CC00068XX11,580.4790490970655,677.9909021014864,4837.656884875846,5780.848795489493,895.7490124153499,958.7292414146591,8379.480812641084,7542.201947719119
7,CC00069XX12,696.204666344294,421.5514908743633,4822.412959381045,5143.372665534805,968.8808027079303,700.1993314940577,8336.359767891683,8620.889643463497
8,CC00071XX06,571.3489139693356,285.22605140186914,5098.672345258376,3583.1544652128764,873.0584894946053,938.1979491173416,8266.174900624645,8229.73727933541
9,CC00072XX07,371.55020299812617,347.36849547511315,5777.57401623985,5521.846719457014,937.8892879450343,552.6181419683257,7651.897564022486,10261.940045248868
10,CC00073XX08,578.5775481019241,288.7589064819396,3119.288871554862,4929.593765462642,788.2236089443578,917.1399678377041,10350.179927197089,9718.094012864918
11,CC00074XX09,557.3811920625724,516.4461334120425,5786.267091541135,5216.804604486422,934.497392815759,643.6090613931523,9397.092699884126,7985.863046044864
12,CC00075XX10,831.1127155172413,545.0735867446393,6125.271264367816,3943.6625243664716,864.9967672413793,539.2710160818714,6462.905747126437,6103.5165692007795
13,CC00078XX13,555.697390053432,530.7487051792829,3860.4422523633375,3364.0306772908366,1289.3697081792027,679.3140438247012,8058.445540484998,7782.916334661355
14,CC00079XX14,311.0394810267857,332.1764018691589,3879.9595025510203,4040.675096206707,984.9027423469388,1053.3286146234195,10330.170918367347,7610.133589884552
15,CC00080XX07,950.6075102880659,334.8172821466525,6049.691358024691,5316.496280552604,1596.8274176954733,802.6630579171094,7826.907407407408,8807.411795961743
16,CC00082XX09,363.8123620309051,436.7595996732026,4169.885761589404,5619.5424836601305,882.5830573951434,583.8382352941177,7726.1600441501105,9249.87037037037
17,CC00083XX10,726.2086916461916,565.7010328709289,4979.756142506142,6647.78287092883,901.5356265356265,512.0812726176116,9359.904791154791,7573.489746682751
18,CC00084XX11,526.7184287812041,675.7028010586679,5023.094468918258,5024.838112042346,478.8542278511992,917.755734450816,7321.12187958884,7789.785619761799
19,CC00085XX12,386.92071960297767,374.74696038251363,4725.871960297767,3810.910655737705,675.6381513647642,695.6743169398907,8447.088833746899,8287.40655737705
20,CC00086XX13,401.68250134192164,297.8690685413005,5243.3268921095005,4492.630052724077,881.604938271605,936.8500659050967,8847.7128287708,8370.311072056238
21,CC00088XX15,718.4877878033603,428.04084014002336,5397.35843186061,5241.46674445741,985.3658991910391,1028.4207263710618,7483.576851275669,5787.589848308051
22,CC00089XX16,807.0753488372093,348.95198639157155,6190.932093023256,5823.762071992976,883.2244186046512,599.8415825285338,7637.993023255814,6503.090430201932
23,CC00091XX10,326.64113924050633,360.0671949920085,5535.685063291139,4546.543420351625,445.43193037974686,370.3655767181673,9012.356455696203,6174.313798614811
24,CC00094AN13,507.7952863577864,485.4702304737516,5375.382239382239,5046.8146606914215,499.59797297297297,1207.5993918053778,6575.2277992278,5084.045134443022
25,CC00094BN13,556.6478622327791,498.9316012002182,5838.327790973872,4779.786688488816,717.750445368171,738.3255591925805,7322.506532066508,7165.177304964539
26,CC00095XX14,511.549406152648,535.9817904817179,5809.431464174455,5243.672083575159,928.9341900311526,832.5677597214161,7279.934579439252,8132.357515960534
27,CC00096XX15,207.40741619228336,419.8947273166023,3917.236875395319,4666.7480694980695,1327.8823529411766,635.9508325289576,8229.400379506642,8807.285714285714
28,CC00097XX16,1361.8860955927994,421.6760848831664,4714.536623215394,7086.4692417739625,1480.3682495344506,716.4096328087744,6056.51148355059,10926.989985693848
29,CC00099AN18,495.87467893835617,512.7317012032086,5737.638698630137,5902.381016042781,818.3054901541096,442.74523729946526,8235.86301369863,6986.300802139038
30,CC00099BN18,515.6997759158223,466.3005409060176,6130.976227591582,5027.6179851250845,838.498051441933,753.1273664638269,7354.112236944661,7236.306964164976
31,CC00100XX01,506.3042355371901,380.5651429422275,8080.665289256199,5305.400238237045,940.6723484848485,602.8727293031567,8260.09779614325,8417.98094103633
32,CC00101XX02,472.56361275964395,516.7454954954954,4968.182492581603,3629.5912162162163,580.9259272997033,844.7989864864865,7209.920474777448,6220.652027027027
33,CC00102XX03,424.234631147541,323.8302659254808,5510.539890710383,3929.0967548076924,701.5335382513662,261.6251878004808,8540.054644808743,8129.3870192307695
34,CC00104XX05,373.20558136614767,480.7287368179734,5049.872425916625,6180.706098120128,825.6031516825716,1153.8854883081156,7791.15017579106,10135.25263640532
35,CC00105XX06,441.4794378698225,519.9633959044369,5511.072781065089,5157.98361774744,522.2937869822485,823.6775597269625,9221.761538461538,7280.128327645051
