Vertex,Distance_to_Border
139,10.08577805952713
140,2.945808409037139
157,11.217814488867571
207,1.7418199976678246
444,7.105741116088644
451,9.58430722699735
571,34.47296124401516
575,6.169377223512605
577,12.976756704859582
578,0.0
627,2.9883950881485024
628,4.124672011846654
1262,13.040633408132047
1263,20.223181019808514
1264,17.24980989258874
1266,16.13362532484338
1272,3.0760169703063687
1273,10.95191190369274
1274,10.799432014099665
1276,7.881811879100655
1278,0.0
1401,14.14752413727744
1402,9.958778775575992
1403,7.151010316971776
1404,4.7951539094460225
1405,7.868816210432613
1406,0.0
1522,3.46173247745913
1523,5.194896518722205
1701,0.0
1993,9.77522781259291
1994,1.9055448964791164
1995,4.972806960869588
2011,2.6680579234477957
2350,27.247034885209015
2358,1.9693575099507008
2360,0.0
2361,8.180537667731741
2362,14.061115480862394
2368,4.857050475011514
2369,7.217418555358485
2370,6.9409286291896635
2371,0.0
2515,12.198175172085886
2516,5.200470078465211
2519,12.050400501529602
2520,8.168726613452577
2522,0.0
2523,3.0582188343743835
3182,10.610871439935297
3183,14.195787030302348
3184,13.668415999880343
3185,16.75776402928371
3186,13.172915838562313
3192,3.0651316152175205
3193,7.001092544983474
3194,6.875626011077543
3195,8.981597241091269
3196,5.045633073251193
3321,13.668329418994153
3322,10.647341613870513
3323,10.16765239140891
3324,0.8775534089578547
3325,2.938515827358617
3496,0.0
3497,0.8649280893060295
4371,7.880009885533619
4372,5.83616683434653
4373,3.948795918303191
4374,3.4618446415050723
4375,7.083607936434743
4376,4.519572558961408
4407,13.535908529725509
4409,10.049837466266386
4411,6.126060071436074
5230,21.36550736693875
5231,23.84344441276802
5253,2.0537026180627413
5255,3.0855245702454175
5256,4.0881154860213
5257,7.173564710056699
5258,11.12894826540056
5259,10.102703750641911
5260,14.86651596188148
5261,14.922645068437706
5267,14.749349215096812
5273,2.6917610876521985
5274,0.8935867675392937
5275,0.0
5276,3.6078235310695654
5277,3.6122557441773493
5278,7.078443566314844
5279,3.4697875478236693
5280,3.4757711122435486
5281,0.0
5643,13.956605075213222
5644,6.475288223103467
5645,6.966051736280432
5646,3.4767085180746116
5647,1.734591381712057
5648,0.0
5652,7.004499001122717
5653,10.969283200031029
5654,8.081768954905032
5655,10.107874135297433
5656,6.145520107698445
5663,1.0212264447979174
5664,0.0
5665,1.9925099512777185
6368,9.901033017331589
6370,0.8984433661595451
6391,13.042716929754453
6881,20.054407167203586
6882,16.630103625482157
6883,17.77997474350744
6897,0.0
6898,4.110595350998718
6899,8.050858972553545
6900,7.011985731060616
6901,10.938438004603164
6902,14.731262524680188
6904,12.918976989084536
6905,11.814109732061722
6906,10.820675294949684
7130,13.45374007238735
7131,12.059517304208352
7132,8.563138982573964
7133,5.069006258004906
7134,8.721488956640217
7136,6.88118131524392
7137,3.936531203321822
7138,3.066381865265902
7390,6.912818801477432
7391,7.793726278556702
7392,4.333245592003367
7393,1.7298552413971309
7394,0.0
7797,7.10977462159489
7809,0.9800002234335563
7988,13.155384304654001
8562,6.787047564765439
8563,2.8578614344885374
8566,9.010891631150123
8567,5.876617105226182
8568,0.902603507208246
8569,1.8085786433457312
8570,3.036916069526403
8571,0.0
9606,30.863533069625998
9607,23.67538175371211
9608,27.293193832816744
9629,3.024529116969635
9630,6.014616194873654
9637,1.0177419621421595
9638,5.115587715415931
9639,9.193048957959792
9640,12.156410407110878
9641,15.102511661096063
9643,12.01569684578724
9658,3.8171954170357507
9659,6.757361586856575
9660,8.910045448662881
9661,2.0358186453285683
9662,6.1015508048323674
9663,10.164550148776595
9664,10.702256276197817
9665,10.555739368823376
9666,9.529496094661617
9667,6.059403937929597
9668,2.5911792232713213
10101,9.55528465423032
10102,10.460118401179269
10103,8.699270268213285
10104,6.057017903871007
10105,2.596986149653267
10114,14.081383326331581
10115,12.116466350848123
10116,9.191701851796626
10119,0.0
10122,2.0607189530141765
10123,4.082789529105246
10124,5.109817353564381
10125,7.138887880308133
10126,6.08569971110453
10127,3.0582294425193353
10128,0.9932796677202276
10862,9.87901953907151
10863,11.66529891969336
10864,11.876024924463568
10865,13.835310883941448
10866,12.04475940222138
10870,0.9799981798450915
10871,1.016663084278301
10872,3.049200979435693
10873,5.015708301803229
10874,4.905809125178166
10875,5.958560574941676
10876,3.992040673096069
10999,12.960599080144405
11000,14.698556483668966
11001,12.906915073384202
11002,11.91665411340958
11003,11.15747431000797
11005,0.0
12049,9.081636205213464
12050,9.672172772897236
12051,7.701388476304823
12052,5.9100363947323675
12053,5.732837404914386
12054,2.6030313227617605
12055,4.401965895500155
12056,3.0394116866017837
12087,11.556669615525633
12088,11.795440187260057
12089,9.815322690198418
12090,8.084846764427462
12091,7.856650805607339
12902,36.19006927589184
12933,4.110152381075084
12934,2.0576297965177073
12935,4.1154276320433105
12936,5.1192115929762405
12937,6.166472728740864
12938,8.133144521847278
12939,8.135273460068447
12940,16.802395800995306
12941,16.85600306833129
12947,14.030436511385844
12949,14.931172552392013
12951,13.19551640318036
12953,0.0
12955,0.0
12956,1.805102851035485
12957,1.8068752617464447
12958,3.545067114560645
12959,1.7397414979635568
12960,1.731818932911385
12961,0.0
13324,4.733639277821838
13325,4.5084810874580254
13326,2.761946408069797
13327,1.7356268515075057
13328,1.02693833642512
13332,6.07231674962104
13333,8.05240350192167
13334,6.104099874289414
13335,7.107803100686764
13336,5.1273560387152575
14453,11.688096945181023
14490,15.018217047417084
14491,14.771816032287292
15308,16.52238454945547
15309,14.837675965283811
15310,15.25475303270143
15311,15.981880625511305
15312,17.048073619668468
15313,18.840386564430247
15314,19.03703451946326
15316,19.208804691156754
15317,16.913584889118944
15333,1.023813312893733
15335,1.0227912208329963
15336,2.0457501835171974
15337,3.0854083675067776
15338,5.058978895525642
15339,5.0429948664385
15340,8.94136731789672
15341,8.966385314512227
15342,10.91005458771658
15343,12.877930868224162
15344,12.75936483854619
15345,13.820967472954539
15346,11.857233069623494
15347,8.070003686580135
15348,10.039968151855406
15349,9.852953392725883
15350,10.996678292254531
15351,9.03082342833772
15719,15.938327599073785
15721,15.762359404978572
15722,13.801414801165945
15723,14.017267548966393
15724,8.900412047428729
15725,10.516136395564383
15726,8.779225172732602
15727,6.813782392713198
15728,7.0302257528500505
15729,6.759274708773101
15730,7.867674061767918
15731,5.896076814872198
15732,1.95707828475322
15733,3.92306345246801
15734,1.964888158617621
15735,2.9997071874502788
15736,1.0327154006023687
16246,5.188463193886296
16247,6.0620312742469435
16248,4.326828278030224
16250,0.8649273836474193
16251,0.0
16252,1.7319918090872501
16253,0.0
17120,7.850667401924667
17121,6.093911878862573
17528,14.144218961581355
18872,8.74926121893536
18873,8.58083138335056
18874,3.8748009417812272
18875,4.651021617517955
18876,2.6829933379020074
18877,0.8972775037526842
18878,0.8882028260830493
18879,6.067086982790054
18882,6.761339182246869
18883,8.777577473110497
18884,6.992553625291222
18885,7.665510124467522
18886,5.647939535649601
18888,1.013605422171915
18889,0.0
18891,0.0
18892,0.0
18893,2.037291505512006
18894,1.0038878916693346
18895,1.7885173982998679
18896,0.0
21449,29.057283085617012
21450,20.111512531202212
21451,21.862545765463917
21452,21.921595846631202
21454,25.547199170007072
21455,27.34769736338402
21456,29.10503686464485
21505,0.0
21506,0.986712335454287
21507,2.007918146406054
21508,4.050252370968393
21509,3.9687113772190172
21521,0.0
21527,1.0225442144658754
21528,6.130173309056373
21529,5.11317876039363
21530,7.159389972596366
21531,7.153590767103561
21532,9.198076189632367
21533,11.163350222059853
21534,10.165837000735863
21535,12.099071721857925
21536,13.11962556644653
21537,14.082503877102361
21540,8.991287931808417
21541,10.031054845280568
21542,10.97984668721665
21577,0.0
21578,2.0329293723833937
21579,1.7894104223910157
21580,3.94317665350964
21581,4.728626020967644
21582,5.9688881165186025
21583,8.001154473692132
21584,6.883769627994019
21586,0.0
21587,1.0186766755302588
21588,5.422301498183284
21589,5.089141543834405
21590,7.121429283545756
21591,8.136215752692133
21592,9.030178971125137
21593,10.776645001958247
21594,8.964549897556841
21595,7.148718357158652
21596,8.952381160325428
21597,8.754073159931801
21598,10.452685971394887
21599,8.668450814414362
21600,7.79487771369878
21601,6.932557372101895
21602,1.734065402946165
21603,3.4660668764765634
21604,1.7244401673592606
21605,0.859302354894798
21606,0.0
22684,13.934807901244316
22686,12.179402073120645
22687,11.291998347743778
22688,10.44596453085778
22689,11.708232422895925
22690,11.491391760273924
22691,9.75249549842827
22692,6.079376349958874
22693,7.834985315453466
22694,6.949862999368028
22695,6.945295899862409
22696,5.2005445029848945
22697,4.326432545864245
22698,3.4588846144819136
22699,0.0
22700,0.0
22712,9.83341400673591
22714,9.862707310745964
22715,12.021227166725962
22721,13.052723089921209
22722,9.124873364192029
22723,11.12044204006037
22724,10.143876197674356
22725,10.16679277765777
22726,8.18138674949467
22733,0.0
22741,0.0
22742,1.0236225396342693
22743,3.0704987379396345
22744,2.0424462592428547
22745,2.041429958065504
22746,3.0707484713915676
22747,4.0856179421005505
22748,6.123634532806117
22749,5.097285119069531
22750,7.076597725485604
22751,5.045021660808411
22752,0.9843818281747343
22753,2.975904792145042
22754,1.016563513190151
22755,2.952972552769274
22756,0.9899506496980381
24160,11.348940027193674
24161,13.14147715226893
24162,12.401620488894729
24163,13.462340367649414
24164,15.458836423071597
24165,17.415601204172624
24166,15.621079291657155
24167,14.965337925725258
24168,15.123170857766407
24176,0.0
24177,1.0238164799572973
24178,3.06550123800889
24179,5.021109626400289
24180,5.038352960378777
24181,6.971403370535596
24182,8.838279537653465
24183,9.884421237979392
24184,7.926880035263593
24185,7.0104531317802214
24186,6.102474340984892
24408,15.454264825048286
24409,14.346123565448968
24410,12.398959184720303
24411,12.598245444430862
24412,10.855406635047059
24413,9.103948850850273
24414,2.829246600160239
24415,3.9333792782206247
24416,1.9686886389629756
24417,0.9805112128204805
24418,0.0
24724,1.7318189363815426
24725,2.5986512031096325
24726,0.8668909482226316
26299,8.826729725723299
26300,7.806221395420833
26301,6.8593440782634705
26302,4.890787672182453
26303,2.9192537512177292
26304,5.193432874713057
26306,5.27501809259408
26307,6.205701981478836
26308,4.739947804601839
26370,6.360431959035007
26371,4.401922507020366
27846,20.31998135904119
27847,22.030441500144605
27848,22.13002274190594
27881,0.0
27887,0.0
27889,0.0
27890,1.0294662655719675
27891,2.054979895269814
