Vertex,Distance_to_Border
6,8.6491453915009
84,2.9513948572444284
132,10.800024176128876
154,2.943049316946078
204,16.20751300433723
208,7.851948284723124
285,4.829855128798398
439,16.884434371155898
440,1.7540193089190113
550,4.341230439489375
552,14.117613559134274
556,21.338073515579786
617,0.8696527476555957
619,4.12061114022668
686,1.7280516481739974
687,1.7439483710667334
688,8.683890504629684
972,8.978536396914961
979,0.897608970048544
1214,0.8768691418278426
1215,8.66350239611085
1216,6.052964175432671
1217,7.751724998852865
1218,12.948390274882861
1376,10.109416643993185
1377,8.98091127480641
1378,1.9704320393346717
1381,10.802383992829876
1382,10.961700391186412
1383,3.090519996210375
1525,0.8746426315873034
1526,5.184457899448345
1665,0.989648006586968
1667,0.0
1668,2.946132689513589
1764,10.801320236857352
1983,9.733587797120862
1984,16.168771793136003
1985,8.92780830736157
1986,1.7557872413271838
2290,7.80885228629249
2292,12.177695008901098
2295,9.067374949978811
2303,5.900283563791861
2305,13.111025976031677
2306,14.165610180170487
2343,0.8693662251125561
2344,2.5904914056344452
2484,6.8517441512025865
2486,8.0795026272006
2487,0.0
2492,10.941926504119985
2493,3.0711141543871605
2606,5.192310124250597
2607,5.64048944311337
2608,9.091782944110046
3134,0.0
3135,4.038206947940232
3136,2.0166637561183895
3137,9.71350533342481
3138,11.811861902360096
3139,13.766750992738562
3146,29.529227485046317
3296,6.520778109075913
3297,6.042384759381651
3298,3.4973458686412275
3299,0.0
3300,0.0
3301,6.8730554114140014
3302,6.9873632999572255
3303,3.061152180808991
3499,5.239448035515877
3500,1.7505440508592425
3501,4.3632492395099485
3502,4.635166031089968
3740,1.8504665714142459
4348,17.230784553074106
4349,13.659846381886721
4350,13.309119653380964
4353,16.190083368533276
4354,5.3679211439911985
4355,8.948722747419747
4356,5.332943972734106
4357,5.3416269581539195
4358,1.747316212022246
5084,5.216062641995762
5085,9.276021750275703
5086,8.116163128001592
5087,12.114307109685898
5088,12.727301273549037
5092,2.9694354350083736
5093,5.03015034547327
5094,7.011764462385711
5112,0.9972435000625861
5113,1.9640071973213806
5114,4.925965194506332
5118,21.358980608698584
5119,17.237313405986846
5120,17.22569726073457
5121,13.154123990044454
5122,17.27736462789029
5215,0.8688505801165283
5217,1.7507704184968356
5218,4.340846671344765
5564,9.788114258416176
5569,4.926092587267295
5570,8.527714252575992
5571,4.483605604449134
5572,4.036388545478317
5573,0.9946364585131398
5584,8.066883745216156
5585,12.005935454529823
5586,8.032026420317745
5587,7.004432186148146
5588,4.1012335755208715
5844,2.5917250691268157
5845,5.214549618656236
5846,8.708343281198323
6356,12.589838424502464
6358,5.450674783265722
6359,1.853846376564137
6794,1.7433858085169258
6795,5.785639118480811
6796,4.637155085592511
6797,8.07843681453582
6798,10.081144895927505
6799,6.540120183916665
6800,8.883603863498813
6801,10.587697758058898
6802,14.653395869025978
6816,25.439393821365684
7086,9.6127716097109
7087,5.5557583977410925
7088,1.74600258921795
7093,14.727012288727023
7095,10.922150783376951
7096,7.029050136540657
7097,5.120621415491069
7398,1.8790782463552138
7399,2.5993861162122407
7400,1.726055014993313
7725,0.0
7728,0.8778966623440299
7731,2.6256993973178706
7732,3.8220700385823747
7733,5.787500538452337
7734,6.873715182934463
7955,10.442959567702584
7956,6.874194931741274
8533,14.37495316496834
8534,10.452340428180179
8535,6.525891796912923
8538,16.464448362207122
8539,12.57092685853493
8540,12.547235570229484
8541,12.839051548202688
8542,9.257690347800779
8543,5.665029909315355
8544,2.6220691946023846
9430,8.658633129575652
9431,12.108826102788518
9432,11.87113731027629
9433,13.341720820317947
9435,9.845513131305816
9441,3.8269883535992353
9442,7.862159328528257
9443,11.896207725135707
9444,11.0778224287747
9445,13.13777286070637
9465,0.9843277177460754
9466,4.91926528076627
9467,8.851885505921103
9473,9.012389910368519
9474,9.024282883091965
9475,10.036410392542656
9476,12.968539715981152
9590,1.7296231406198714
9591,5.19998048347296
9592,6.049522143272249
9674,2.590946717295167
10006,9.218798975145992
10007,5.754085784103322
10008,2.820829454662295
10015,7.645513259132398
10016,3.625159874846104
10017,0.0
10033,10.925436052988477
10034,6.986565354691286
10035,3.055448779068536
10037,1.0191144263017922
10038,1.029218489086912
10041,0.0
10042,0.0
10286,6.923402383081608
10287,7.071273598033479
10288,8.806511853737645
10815,1.0074714024277374
10816,0.0
10817,10.584894738827062
10818,11.728027594079657
10819,12.589208489435192
10820,14.553894466683486
10821,12.762626169386353
10976,4.733334840478758
10977,4.525196750414818
10978,2.7283762177149384
10979,1.7528699647571238
10980,0.9775992528008869
10981,4.913271849138448
10982,5.014775834554197
10983,3.050038285723484
11179,6.9801412802810425
11180,5.242165210156902
11181,6.108240579381854
11182,6.120682653942681
11183,7.860729587559345
12028,17.054831399937413
12029,15.261626305078696
12030,15.090345251454664
12033,16.194780387123345
12034,3.5571769614253292
12035,5.34674355152462
12036,3.536275797388436
12037,3.5366631766498324
12038,1.7400569141096864
12039,0.0
12040,0.0
12764,4.352274276182497
12765,6.387214100011298
12766,6.082879665860026
12767,13.113764764757851
12768,14.14986824892051
12772,3.82934538831034
12773,4.990619838571431
12774,5.8481474202511885
12793,2.9612506950340727
12794,4.944426571089948
12798,21.34737742062293
12799,19.2862687594422
12800,19.28263291952215
12801,17.24451930491274
12802,19.31400878519596
12895,2.6113074293145417
12896,0.8692538409434348
12897,2.6170517334898524
12898,3.4882907553263314
13249,2.891901885174378
13250,4.694743330018012
13251,2.6734067585336865
13252,2.6808622063102345
13253,0.8696579236647031
13254,0.0
13264,6.0930281199874115
13265,8.056529267396629
13266,6.072863255798607
13267,6.069837727839914
13268,4.100814274518655
13576,0.0
13577,0.8686154751494707
13578,1.8855131683870425
13579,6.934339217490147
13580,5.200386870634879
13581,6.944693097685762
13582,6.958738041058648
13583,8.69660805149345
14437,3.6420891744610144
14454,0.0
15164,0.8738998629577975
15165,2.886545116584167
15166,2.616081207374658
15167,5.042434435761115
15168,6.057256576710143
15169,7.061344922840598
15170,9.080740638709115
15171,8.067859282495313
15172,6.761593840243215
15173,8.56440532504086
15174,8.795601201571131
15175,13.842888769836916
15176,12.859637632410301
15199,27.487706094079876
15200,27.469972508895594
15201,25.42791771211599
15295,0.0
15298,0.0
15648,9.85643465024244
15649,4.00488547279368
15650,5.793445978223088
15651,3.762356174618891
15652,3.537889332472861
15653,1.7483600470149283
15654,0.0
15655,0.0
15661,12.76558423129758
15662,12.877767533928393
15663,10.912520787659142
15664,5.0282686151063505
15665,6.992906818115057
15666,5.059655472615645
15667,6.084241671000566
15668,4.114069881537821
16254,0.0
16256,0.0
16257,1.747054241993034
16258,0.0
16259,0.0
16262,0.0
16263,0.872407574965302
16264,6.068217287982624
16265,4.3312135684753725
16266,4.328527809687455
16267,2.5983254082314864
16268,3.460454320062349
16970,0.0
16978,0.8757834540361539
16979,0.8757831708952343
16980,2.836267322662814
16981,1.8492729790797937
16982,2.7224661335484006
16983,3.8210914185288165
16984,4.696264922488108
16985,6.6590536266838996
16986,4.908372665845125
17458,10.623725605923896
17459,8.652985915302096
17460,8.833020533407606
18805,15.81293968070872
18806,11.697153132339801
18807,11.872527873115938
18808,9.902253820257462
18809,8.489239306333493
18810,7.944351317090042
18814,17.963764287351808
18818,16.261034370463854
18819,10.779266938487826
18820,12.580373253941346
18821,10.770922741873225
18822,8.934438095694611
18823,10.74744978253432
18824,10.740037474428885
18825,12.641940238163613
18826,10.82816121577346
18827,11.047705086049886
18828,9.044801355538889
18829,3.54540807487517
18830,5.45191604521167
18831,3.648376700922981
18832,3.8684160345436815
18833,1.8584191979984852
18834,0.8720633092264779
18835,0.0
21014,8.664012037186469
21015,10.39782149535162
21016,9.844078348521844
21017,10.440536091063562
21018,11.311505149791364
21019,12.475797858124798
21022,6.933586167084089
21023,7.810370780986434
21024,8.961096739462562
21037,0.0
21038,1.810238894066952
21039,2.0156742570883326
21040,7.05129739402385
21041,6.055793740424381
21042,8.07326367779007
21043,9.878212023739843
21044,10.098643341856864
21045,10.912829037653609
21046,9.909850905060832
21047,11.942187168368374
21049,14.143368221380186
21100,3.9349394085208673
21101,2.961384036833997
21102,4.926154377650706
21103,6.886597335105698
21104,6.885631010751155
21116,15.179212784631037
21117,15.187350516288053
21118,13.117282326138335
21119,11.081773878716996
21120,11.052472451041167
21121,9.012333175044446
21122,11.069722576548712
21123,13.180297530853872
21124,11.120782280953652
21125,12.097230737695595
21126,11.02263088138519
21127,13.090615222680611
21128,14.933822894778267
21129,15.05127900716991
21408,0.0
21412,0.0
21413,0.0
21414,1.7296251684049224
21415,6.075710481064675
21416,5.193425329289046
21417,6.933192104903856
21418,6.927810404371937
21617,0.8570893735594429
21618,0.8644642426543221
21619,2.5943740800613035
21620,4.3169775882519374
21621,4.32155706777708
22433,13.83943228630891
22434,12.26783700037429
22451,8.069628094103225
22452,7.762447771062316
22453,6.052249832336911
22454,4.034332403294891
22455,4.830900649730975
22467,8.307025549144882
22469,10.110561632737307
22471,9.874742384196844
22472,9.664726454412431
22473,7.8532639377897855
22474,2.014512861911788
22475,3.814634981477037
22476,1.8081528186612874
22477,1.8161319296407696
22478,0.0
22509,12.903267793101044
22511,12.95584261686096
22512,10.985442462323668
22513,12.976105370764227
22514,12.933452141363164
22516,12.907480021033322
22518,10.935671988622143
22519,5.038579684306064
22520,6.994951651415048
22521,5.038069845793544
22522,5.027737805048971
22523,3.068457736034881
22530,1.0185277299068685
22540,0.0
23122,3.4621666180014024
23123,3.6153320019716326
23124,5.345580968777759
23125,7.368761028180488
23126,8.67497209316916
23649,0.0
24074,0.876870881968833
24075,2.6298582383538607
24076,2.016631701959104
24077,3.029793074873777
24078,4.031973834985253
24079,8.730910464692194
24080,9.776381257738516
24081,10.754206893220509
24082,12.789591370932099
24154,0.0
24364,8.31047286243449
24365,8.073396313316437
24366,6.317197601331916
24367,4.858556372973411
24368,2.8295264556503152
24369,0.8699977918822349
24370,1.738435402268966
24371,0.0
24373,8.836524514628708
24374,8.943041772732613
24375,6.980679825012848
24376,5.023899986392873
24377,3.070263872076957
24729,3.498417489624907
24730,1.7512865053896105
24731,3.4944557322777587
24732,3.4909779809895056
24733,2.6162204160541584
24734,2.6223362287137
24735,4.367026530579926
24736,6.383912579109255
24737,6.918293044827677
25164,0.8691341344736354
25165,0.0
25166,0.8697132032540763
25167,0.9843259350482938
26259,15.628904268773335
26260,15.451571327456442
26261,13.4763218928073
26262,11.513965766531987
26267,16.178667491528728
26268,7.17223828096434
26269,8.956091560475112
26270,7.15056051800989
26271,7.143737811597886
26272,7.130130983712832
26273,7.1380738651879785
26274,5.340727494733929
26275,3.537464274160617
26276,1.7478381546348598
26277,0.0
26278,0.0
27584,6.935550815193146
27585,8.967801632090897
27586,7.24952483757476
27587,8.414798564996714
27588,10.142149961289844
27589,10.4128722875098
27590,10.691814613106141
27591,12.437817854767472
27598,1.976358714008335
27599,3.011190410295747
27600,4.000017815382221
27601,6.016897739129255
27602,8.04504043669454
27604,13.97757290200719
27635,0.0
27636,0.9820394393001348
27637,2.9613798369076165
27638,4.921528310725294
