,sub_id,Group,hemi,area,linear_fit,slope,y_shift
822,sub-CC01002XX04,2nd,L,ventral,0.017402021680334778,-2.3028171878252546,66.426510668908
823,sub-CC01235XX15,2nd,L,ventral,0.00389282439790517,0.8975832467925,49.13582144484729
824,sub-CC01063XX08,2nd,L,ventral,0.0499435774325242,-3.115953175481754,68.31912073295918
825,sub-CC01224XX12,2nd,L,ventral,0.05388621540269378,-3.497550897796381,93.2307895043508
826,sub-CC01026XX12,2nd,R,dorsal,0.0028085931150012566,0.8312177903264679,107.7957419684355
827,sub-CC01037XX15,2nd,R,dorsal,0.0002709662981764671,0.2800387340525941,105.25911329246077
828,sub-CC00962XX14,2nd,R,dorsal,0.013102959466841924,2.1592868647193177,72.32722081071549
829,sub-CC01065XX10,2nd,R,dorsal,0.030835115045149353,2.9685736502896587,56.36612713275935
830,sub-CC01217XX13,2nd,R,dorsal,0.06671197095936132,4.185696497684871,109.6323542486174
831,sub-CC01129XX16,2nd,R,dorsal,0.030557921206770478,2.4724109060839417,116.21792944143968
832,sub-CC00924XX17,2nd,R,dorsal,5.1580557931529825e-06,-0.03358907175403515,106.70334926153998
833,sub-CC01094XX15,2nd,R,dorsal,0.06325235606057567,4.407072266624156,77.92323598786629
834,sub-CC01185XX15,2nd,R,dorsal,0.0227684788949446,-1.7216961130460626,156.13358366399444
835,sub-CC00887XX22,2nd,R,dorsal,0.008282132876569204,1.6964413009083017,82.30058277036332
836,sub-CC01003XX05,2nd,R,dorsal,0.07295542987913972,4.371902212110038,82.94304070596529
837,sub-CC01081XX10,2nd,R,dorsal,0.07106155029249739,4.561376448426539,86.74348189486733
838,sub-CC00898XX25,2nd,R,dorsal,0.006555972734362703,1.3931010403097648,72.75518089389874
839,sub-CC00862XX13,2nd,R,dorsal,0.0028366528857217688,-0.8275966053002781,117.94878390015194
840,sub-CC00902XX11,2nd,R,dorsal,0.02202847494829252,-2.3368480125950826,136.09555852352537
841,sub-CC01263XX10,2nd,R,dorsal,0.02724727381181402,-1.6537945650995969,168.62844918632504
842,sub-CC00992XX20,2nd,R,dorsal,0.0002348322182863516,0.2138719536134172,118.40025153450533
843,sub-CC01001XX03,2nd,R,dorsal,0.016279017572802812,2.146395403375219,101.64350547147785
844,sub-CC01010XX04,2nd,R,dorsal,2.408893734473505e-05,-0.057999626572022955,149.51064447889394
845,sub-CC00952XX12,2nd,R,dorsal,0.02737798208474662,2.8359737968187515,60.404167300305616
846,sub-CC00959XX19,2nd,R,dorsal,1.9617557188045254e-05,0.07467404736181196,93.08039181576646
847,sub-CC01088XX17,2nd,R,dorsal,0.017123249234128113,-2.219412704742329,107.23256202287668
848,sub-CC01035XX13,2nd,R,dorsal,0.012438824510112911,2.004517364969477,104.90926302008344
849,sub-CC00932XX17,2nd,R,dorsal,0.0833961921647065,4.79009435528228,53.73814316481162
850,sub-CC01177XX15,2nd,R,dorsal,0.004155686184633689,-0.7482159098974783,152.54853493224442
851,sub-CC01008XX10,2nd,R,dorsal,0.005067080936267732,0.9014052969592797,142.31034788465445
852,sub-CC01146XX17,2nd,R,dorsal,0.01138203677843741,1.5575243260781397,114.91520798929679
853,sub-CC01061XX06,2nd,R,dorsal,0.0045252346830247925,0.9660717175772284,135.39467024552624
854,sub-CC00939XX24,2nd,R,dorsal,0.05742251997336989,3.5860693745871415,78.9599964477494
855,sub-CC00991XX19,2nd,R,dorsal,0.034777528176980876,2.5738209603770197,122.1573321409289
856,sub-CC01019XX13,2nd,R,dorsal,0.07340630734183173,4.097017220863622,76.02600704611959
857,sub-CC01134XX13,2nd,R,dorsal,0.000819218508595565,0.3911885923976975,130.2046541958142
858,sub-CC01067XX12,2nd,R,dorsal,0.003910435698805781,1.0924022445508335,109.9577359895806
859,sub-CC00901XX10,2nd,R,dorsal,0.052176326526039984,3.789146117169055,67.5473976894213
860,sub-CC01258XX13,2nd,R,dorsal,0.00010421424274786872,0.16431944862084638,108.3366954066336
861,sub-CC00861XX12,2nd,R,dorsal,0.0003686917925371791,-0.31465371031784484,104.37693533839595
862,sub-CC01016XX10,2nd,R,dorsal,0.0030352589315368883,-0.9130397729740148,95.04583361233698
863,sub-CC01023XX09,2nd,R,dorsal,0.006117195407803422,-0.9251708699813231,148.91790031263847
864,sub-CC00975XX19,2nd,R,dorsal,0.003948248777668195,-1.1836344915646895,100.98065018931531
865,sub-CC00938XX23,2nd,R,dorsal,0.0019417531527817777,0.6204546825469077,138.31464777284506
866,sub-CC01156XX10,2nd,R,dorsal,0.04095838837851795,3.528826980433374,77.79963835503546
867,sub-CC00918XX19,2nd,R,dorsal,0.02984737904894319,2.3611429971535065,120.53047415370152
868,sub-CC01204XX08,2nd,R,dorsal,0.021334923223554014,2.373730598494526,91.81974813100926
